date,rating,text,thumbs_up,city,primary_theme,review_id
2025-06-13,5,Took my first ride today and was amazed at how safe it felt. Converted skeptic.,1,Phoenix,safety_trust,442
2025-06-13,2,The holiday pricing was outrageous. Nearly double what I normally pay.,34,Phoenix,pricing,443
2025-06-13,5,The estimated arrival time was accurate. Car showed up right on time. Coverage in SF is excellent now. Can go almost anywhere in the city.,29,Los Angeles,wait_times,444
2025-06-13,1,Would rate 5 stars if not for the consistently long wait times in my neighborhood. Great value for the ride quality you get. Worth every penny.,4,Phoenix,wait_times,445
2025-06-13,1,The biggest issue is reliability of pickup times. I've been burned too many times.,8,San Francisco,wait_times,446
2025-06-13,1,Had a close call with a cyclist. The car saw them late and braked hard.,5,San Francisco,safety_trust,447
2025-06-13,2,Not fully confident yet. The car sometimes makes decisions that feel unpredictable.,5,San Francisco,safety_trust,448
2025-06-13,2,Had a bad experience where the car took a very weird route. Added 10 min to my trip.,0,Austin,general_experience,449
2025-06-14,4,Really impressed by how smooth the driving is. My coffee didn't spill once!,9,San Francisco,ride_smoothness,450
2025-06-14,1,Got nervous when the car hesitated at a 4-way stop for way too long.,20,Austin,safety_trust,451
2025-06-14,5,Car arrived in under 3 minutes! Faster than any Uber I've ordered. The wait times are ridiculous in my area. 15-20 minutes every single time.,0,San Francisco,wait_times,452
2025-06-14,5,Consistently smooth rides. The car navigates complex intersections with ease. Life-changing service for someone who can't drive. Thank you Waymo!,0,San Francisco,ride_smoothness,453
2025-06-14,2,The holiday pricing was outrageous. Nearly double what I normally pay.,36,Phoenix,pricing,454
2025-06-14,4,The app experience is premium. Love the music and climate controls in the app.,0,Los Angeles,app_experience,455
2025-06-14,5,Really polished app. The ride tracking and ETA features work perfectly. Had a bad experience where the car took a very weird route. Added 10 min to my trip.,5,San Francisco,app_experience,456
2025-06-14,5,Pleasantly surprised by the quick pickup. Only waited 2 minutes.,2,Los Angeles,wait_times,457
2025-06-15,5,Great app design. Setting pickup and dropoff locations is intuitive.,15,Los Angeles,app_experience,458
2025-06-15,4,"The future is here and it's amazing. Clean car, no awkward conversation, perfect ride. The service area is growing fast. Can now get rides to places I couldn't before.",0,San Francisco,general_experience,459
2025-06-15,4,The driving quality is outstanding. Handles highway merges and city traffic beautifully.,49,San Francisco,ride_smoothness,460
2025-06-15,4,Pricing is fair and often cheaper than Uber during surge times.,3,Austin,pricing,461
2025-06-15,4,"The estimated arrival time was accurate. Car showed up right on time. Safer than human drivers honestly. No distracted driving, no phone use, always alert.",19,Phoenix,wait_times,462
2025-06-15,5,The car handled a sudden obstacle in the road perfectly. Very impressive safety response. Good concept but not ready for prime time yet. Too many quirks.,3,Phoenix,safety_trust,463
2025-06-15,5,"Safer than human drivers honestly. No distracted driving, no phone use, always alert.",6,San Francisco,safety_trust,464
2025-06-15,5,"The autonomous driving is remarkably smooth. Braking, acceleration, lane changes - all very natural.",0,San Francisco,ride_smoothness,465
2025-06-15,3,The wait times are ridiculous in my area. 15-20 minutes every single time.,11,San Francisco,wait_times,466
2025-06-15,3,The car took me to the wrong entrance of a mall. Minor but annoying.,23,Austin,general_experience,467
2025-06-15,2,Love the ride but hate the wait. 20 minutes is not acceptable when I'm late.,0,Austin,wait_times,468
2025-06-15,1,The availability is terrible during rush hour. Had to wait over 20 minutes twice. Really polished app. The ride tracking and ETA features work perfectly.,43,Phoenix,wait_times,469
2025-06-16,4,"After 100+ rides, I can say this is the most reliable transportation option I have.",0,Austin,general_experience,470
2025-06-16,4,The estimated arrival time was accurate. Car showed up right on time.,6,Phoenix,wait_times,471
2025-06-16,4,So glad they expanded to my neighborhood! Coverage keeps getting better.,10,Austin,coverage_area,472
2025-06-16,5,"Took my first ride today and was amazed at how safe it felt. Converted skeptic. The autonomous driving is remarkably smooth. Braking, acceleration, lane changes - all very natural.",15,San Francisco,safety_trust,473
2025-06-16,1,Prices have gone up a lot recently. It used to be much more affordable. So glad they expanded to my neighborhood! Coverage keeps getting better.,4,Phoenix,pricing,474
2025-06-16,3,Smoother than any Uber ride I've ever taken. The car handles turns and stops so gently.,12,Los Angeles,ride_smoothness,475
2025-06-16,4,The driving quality is outstanding. Handles highway merges and city traffic beautifully.,9,Austin,ride_smoothness,476
2025-06-16,5,"Love how the car takes turns - no jerky movements, just smooth sailing.",7,Phoenix,ride_smoothness,477
2025-06-16,2,The car got confused by a delivery truck double-parked. Just sat there for 2 minutes.,22,Austin,safety_trust,478
2025-06-16,5,Car arrived in under 3 minutes! Faster than any Uber I've ordered.,0,Austin,wait_times,479
2025-06-16,4,Was nervous at first but after 50+ rides I trust the technology completely.,4,Austin,safety_trust,480
2025-06-17,4,Wait time has gotten so much better in the last few months. Usually under 5 min now. The holiday pricing was outrageous. Nearly double what I normally pay.,6,Austin,wait_times,481
2025-06-17,5,Best rideshare experience available. The novelty never wears off.,4,Los Angeles,general_experience,482
2025-06-17,5,The ride quality alone makes this worth it. So much smoother than human drivers. Prices have gone up a lot recently. It used to be much more affordable.,2,San Francisco,ride_smoothness,483
2025-06-17,4,Quick pickup even during evening rush. Really improving on availability.,1,San Francisco,wait_times,484
2025-06-17,2,Would rate 5 stars if not for the consistently long wait times in my neighborhood. Car arrived in under 3 minutes! Faster than any Uber I've ordered.,10,San Francisco,wait_times,485
2025-06-17,4,The driving quality is outstanding. Handles highway merges and city traffic beautifully.,13,Phoenix,ride_smoothness,486
2025-06-17,5,Best ride quality of any rideshare service. The car drives like a luxury chauffeur.,11,Phoenix,ride_smoothness,487
2025-06-17,4,Trust in the technology has grown with every ride. Now I prefer it over human drivers. Not fully confident yet. The car sometimes makes decisions that feel unpredictable.,7,San Francisco,safety_trust,488
2025-06-18,3,"The app drains my battery like crazy. Needs optimization badly. Getting expensive. For the wait times I deal with, the price doesn't feel worth it.",16,Los Angeles,app_experience,489
2025-06-18,4,The ride quality alone makes this worth it. So much smoother than human drivers.,9,Phoenix,ride_smoothness,490
2025-06-18,4,Quick pickup even during evening rush. Really improving on availability.,11,Phoenix,wait_times,491
2025-06-18,3,Lots of unnecessary lane changes that made the ride feel less smooth than expected.,0,Austin,ride_smoothness,492
2025-06-18,4,Pleasantly surprised by the quick pickup. Only waited 2 minutes. The estimated arrival time was accurate. Car showed up right on time.,0,Los Angeles,wait_times,493
2025-06-18,1,Wish they would expand to the suburbs. I can only use it in the city center.,2,Los Angeles,coverage_area,494
2025-06-18,5,The app is clean and easy to use. Love being able to track the car in real-time.,4,Austin,app_experience,495
2025-06-18,5,Pricing is fair and often cheaper than Uber during surge times. The app is clean and easy to use. Love being able to track the car in real-time.,11,San Francisco,pricing,496
2025-06-18,2,Ride was choppy in construction zones. The car kept stopping and starting. App froze mid-ride and I couldn't see my route or ETA. Stressful.,11,Austin,ride_smoothness,497
2025-06-18,2,The biggest issue is reliability of pickup times. I've been burned too many times.,39,Phoenix,wait_times,498
2025-06-18,4,Quick pickup even during evening rush. Really improving on availability. Best ride quality of any rideshare service. The car drives like a luxury chauffeur.,0,Austin,wait_times,499
2025-06-18,3,"Would rate 5 stars if not for the consistently long wait times in my neighborhood. The car brakes too hard sometimes, especially at yellow lights. Jerky stops.",1,San Francisco,wait_times,500
2025-06-19,2,Had a bad experience where the car took a very weird route. Added 10 min to my trip.,0,San Francisco,general_experience,501
2025-06-19,5,Really impressed by how smooth the driving is. My coffee didn't spill once!,7,Los Angeles,ride_smoothness,502
2025-06-19,5,The ride was incredibly smooth. Way better than most human drivers I've had in rideshare. Best ride quality of any rideshare service. The car drives like a luxury chauffeur.,30,Austin,ride_smoothness,503
2025-06-19,3,The ride quality alone makes this worth it. So much smoother than human drivers.,4,San Francisco,ride_smoothness,504
2025-06-19,3,Great value for the ride quality you get. Worth every penny.,1,Austin,pricing,505
2025-06-19,1,Had a close call with a cyclist. The car saw them late and braked hard. UI is confusing for first-time users. My parents couldn't figure out how to book.,16,Austin,safety_trust,506
2025-06-19,3,Waited 25 minutes for a pickup. This is my biggest complaint with the service.,11,Austin,wait_times,507
2025-06-19,2,The car seemed to struggle with speed bumps and rough road surfaces.,23,Los Angeles,ride_smoothness,508
2025-06-19,1,The car accelerated really aggressively merging onto the freeway. Uncomfortable.,46,Los Angeles,ride_smoothness,509
2025-06-19,5,Pricing is fair and often cheaper than Uber during surge times. The new Atlanta service area is great. Covers most of the places I need to go.,5,San Francisco,pricing,510
2025-06-19,2,Service area is still too small. Half my regular destinations aren't covered. The car is incredibly cautious at crosswalks and around pedestrians. Trust it completely.,9,Phoenix,coverage_area,511
2025-06-19,3,Had a bad experience where the car took a very weird route. Added 10 min to my trip.,2,San Francisco,general_experience,512
2025-06-19,2,Pricing during peak hours is getting close to Uber Black rates. Too expensive.,4,San Francisco,pricing,513
2025-06-20,5,My elderly mother uses it and feels safe. That says a lot about the trust factor.,19,San Francisco,safety_trust,514
2025-06-20,5,Smoother than any Uber ride I've ever taken. The car handles turns and stops so gently.,3,Los Angeles,ride_smoothness,515
2025-06-20,4,Happy to see coverage in Austin now. The expansion is exciting.,11,San Francisco,coverage_area,516
2025-06-20,4,Really impressed by how smooth the driving is. My coffee didn't spill once! App crashes frequently when trying to set a destination. Really annoying.,30,San Francisco,ride_smoothness,517
2025-06-20,2,Love the ride but hate the wait. 20 minutes is not acceptable when I'm late.,0,Austin,wait_times,518
2025-06-20,3,Had to cancel after waiting 18 minutes. No cars available apparently. Happy to see coverage in Austin now. The expansion is exciting.,3,Los Angeles,wait_times,519
2025-06-20,5,The consistency is what I love most. Every ride is the same great quality.,4,Austin,general_experience,520
2025-06-21,2,"The car accelerated really aggressively merging onto the freeway. Uncomfortable. Please expand to more cities! I want this everywhere, not just SF and Phoenix.",3,San Francisco,ride_smoothness,521
2025-06-21,5,Great app design. Setting pickup and dropoff locations is intuitive. Lots of unnecessary lane changes that made the ride feel less smooth than expected.,20,Los Angeles,app_experience,522
2025-06-21,2,Good concept but not ready for prime time yet. Too many quirks.,16,Austin,general_experience,523
2025-06-21,2,Payment processing failed twice. Had to reinstall the app to fix it. Pleasantly surprised by the quick pickup. Only waited 2 minutes.,11,San Francisco,app_experience,524
2025-06-21,5,Cheaper than I expected for an autonomous car ride. Very competitive pricing.,12,Phoenix,pricing,525
2025-06-21,1,Not bad but not great either. Inconsistent experience depending on time of day.,1,Los Angeles,general_experience,526
2025-06-21,3,The app is clean and easy to use. Love being able to track the car in real-time.,24,Phoenix,app_experience,527
2025-06-21,5,Wait time has gotten so much better in the last few months. Usually under 5 min now.,7,Austin,wait_times,528
2025-06-21,4,The app experience is premium. Love the music and climate controls in the app. Not bad but not great either. Inconsistent experience depending on time of day.,5,Los Angeles,app_experience,529
2025-06-21,4,Was nervous at first but after 50+ rides I trust the technology completely.,3,Los Angeles,safety_trust,530
2025-06-21,5,Pleasantly surprised by the quick pickup. Only waited 2 minutes.,6,Austin,wait_times,531
2025-06-22,5,The new Atlanta service area is great. Covers most of the places I need to go. The estimated arrival time was accurate. Car showed up right on time.,14,Phoenix,coverage_area,532
2025-06-22,4,Best ride quality of any rideshare service. The car drives like a luxury chauffeur. Good concept but not ready for prime time yet. Too many quirks.,0,San Francisco,ride_smoothness,533
2025-06-22,2,Ride was choppy in construction zones. The car kept stopping and starting.,1,San Francisco,ride_smoothness,534
2025-06-22,2,App crashes frequently when trying to set a destination. Really annoying.,26,Los Angeles,app_experience,535
2025-06-22,3,"The future is here and it's amazing. Clean car, no awkward conversation, perfect ride. Payment processing failed twice. Had to reinstall the app to fix it.",4,Austin,general_experience,536
2025-06-22,5,The new Atlanta service area is great. Covers most of the places I need to go.,33,Phoenix,coverage_area,537
2025-06-22,2,The availability is terrible during rush hour. Had to wait over 20 minutes twice.,6,Phoenix,wait_times,538
2025-06-22,4,Pricing is fair and often cheaper than Uber during surge times. The novelty wore off. Now I just notice the long waits and limited coverage.,6,Los Angeles,pricing,539
2025-06-22,4,Pleasantly surprised by the quick pickup. Only waited 2 minutes.,8,San Francisco,wait_times,540
2025-06-22,3,The availability is terrible during rush hour. Had to wait over 20 minutes twice.,6,Phoenix,wait_times,541
2025-06-22,4,"After 100+ rides, I can say this is the most reliable transportation option I have.",6,San Francisco,general_experience,542
2025-06-22,3,Would rate 5 stars if not for the consistently long wait times in my neighborhood.,9,Los Angeles,wait_times,543
2025-06-23,2,Can't use it for my daily commute because my office is outside the service area.,1,San Francisco,coverage_area,544
2025-06-23,4,"The autonomous driving is remarkably smooth. Braking, acceleration, lane changes - all very natural.",13,Austin,ride_smoothness,545
2025-06-23,5,My elderly mother uses it and feels safe. That says a lot about the trust factor.,0,Los Angeles,safety_trust,546
2025-06-23,3,The fare estimate was $15 but I was charged $22. Pricing transparency needs work.,29,Phoenix,pricing,547
2025-06-23,1,"The car brakes too hard sometimes, especially at yellow lights. Jerky stops.",23,San Francisco,ride_smoothness,548
2025-06-23,5,Coverage in SF is excellent now. Can go almost anywhere in the city.,0,Phoenix,coverage_area,549
2025-06-24,3,This is the future of transportation. Absolutely love the Waymo experience.,14,Los Angeles,general_experience,550
2025-06-24,1,The app drains my battery like crazy. Needs optimization badly.,3,Austin,app_experience,551
2025-06-24,3,"The car stopped in the middle of the road for no reason. Scary experience. After 100+ rides, I can say this is the most reliable transportation option I have.",17,Phoenix,safety_trust,552
2025-06-24,4,The car handled a sudden obstacle in the road perfectly. Very impressive safety response.,2,Phoenix,safety_trust,553
2025-06-24,4,Car arrived in under 3 minutes! Faster than any Uber I've ordered.,1,Austin,wait_times,554
2025-06-24,1,The app drains my battery like crazy. Needs optimization badly. Coverage in SF is excellent now. Can go almost anywhere in the city.,1,San Francisco,app_experience,555
2025-06-24,3,Pricing during peak hours is getting close to Uber Black rates. Too expensive.,1,Los Angeles,pricing,556
2025-06-24,5,The driving quality is outstanding. Handles highway merges and city traffic beautifully. The car took me to the wrong entrance of a mall. Minor but annoying.,42,Austin,ride_smoothness,557
2025-06-25,3,The availability is terrible during rush hour. Had to wait over 20 minutes twice.,1,Austin,wait_times,558
2025-06-25,4,"Simple, clean interface. Booking a ride takes literally 10 seconds.",16,Austin,app_experience,559
2025-06-25,4,The ride was incredibly smooth. Way better than most human drivers I've had in rideshare.,8,Phoenix,ride_smoothness,560
2025-06-25,5,So glad they expanded to my neighborhood! Coverage keeps getting better.,2,Phoenix,coverage_area,561
2025-06-25,2,Had a bad experience where the car took a very weird route. Added 10 min to my trip.,6,San Francisco,general_experience,562
2025-06-25,2,The biggest issue is reliability of pickup times. I've been burned too many times.,8,Austin,wait_times,563
2025-06-25,5,The estimated arrival time was accurate. Car showed up right on time.,1,Los Angeles,wait_times,564
2025-06-25,3,Ride was choppy in construction zones. The car kept stopping and starting.,23,Austin,ride_smoothness,565
2025-06-25,3,The wait times are ridiculous in my area. 15-20 minutes every single time. The availability is terrible during rush hour. Had to wait over 20 minutes twice.,1,Phoenix,wait_times,566
2025-06-25,4,The ride was incredibly smooth. Way better than most human drivers I've had in rideshare.,42,Los Angeles,ride_smoothness,567
2025-06-25,4,Took my first ride today and was amazed at how safe it felt. Converted skeptic.,4,Phoenix,safety_trust,568
2025-06-25,5,"The autonomous driving is remarkably smooth. Braking, acceleration, lane changes - all very natural.",8,San Francisco,ride_smoothness,569
2025-06-25,3,Was nervous at first but after 50+ rides I trust the technology completely.,9,San Francisco,safety_trust,570
2025-06-25,5,The 360 sensors catch things a human driver would miss. Feels very secure. Can't use it for my daily commute because my office is outside the service area.,16,San Francisco,safety_trust,571
2025-06-26,4,"The autonomous driving is remarkably smooth. Braking, acceleration, lane changes - all very natural.",2,San Francisco,ride_smoothness,572
2025-06-26,1,The car got confused by a delivery truck double-parked. Just sat there for 2 minutes. Had to cancel after waiting 18 minutes. No cars available apparently.,3,Phoenix,safety_trust,573
2025-06-26,4,Car arrived in under 3 minutes! Faster than any Uber I've ordered. Prices have gone up a lot recently. It used to be much more affordable.,4,Phoenix,wait_times,574
2025-06-26,3,"Simple, clean interface. Booking a ride takes literally 10 seconds.",5,Phoenix,app_experience,575
2025-06-26,2,"Wait times have gotten worse recently. Used to be 5 min, now it's 15+.",5,San Francisco,wait_times,576
2025-06-26,5,"Simple, clean interface. Booking a ride takes literally 10 seconds.",18,Austin,app_experience,577
2025-06-26,3,The biggest issue is reliability of pickup times. I've been burned too many times. The novelty wore off. Now I just notice the long waits and limited coverage.,9,Los Angeles,wait_times,578
2025-06-26,1,Had to cancel after waiting 18 minutes. No cars available apparently.,15,Austin,wait_times,579
2025-06-26,2,Had a close call with a cyclist. The car saw them late and braked hard.,8,San Francisco,safety_trust,580
2025-06-26,5,Best rideshare experience available. The novelty never wears off.,0,Austin,general_experience,581
2025-06-26,5,The car handled a sudden obstacle in the road perfectly. Very impressive safety response.,14,San Francisco,safety_trust,582
2025-06-26,3,The fare estimate was $15 but I was charged $22. Pricing transparency needs work. Best rideshare experience available. The novelty never wears off.,29,San Francisco,pricing,583
2025-06-26,4,Converted my whole family to Waymo. We barely use regular rideshare anymore. This is the future of transportation. Absolutely love the Waymo experience.,3,Austin,general_experience,584
2025-06-27,1,Had to cancel after waiting 18 minutes. No cars available apparently. Ride was choppy in construction zones. The car kept stopping and starting.,23,Phoenix,wait_times,585
2025-06-27,1,My biggest frustration is the limited coverage area. Can't get to the airport yet.,0,San Francisco,coverage_area,586
2025-06-27,4,Really impressed by how smooth the driving is. My coffee didn't spill once! The biggest issue is reliability of pickup times. I've been burned too many times.,5,San Francisco,ride_smoothness,587
2025-06-27,3,I feel genuinely safer in a Waymo than with some of the rideshare drivers I've had.,2,San Francisco,safety_trust,588
2025-06-27,4,"After 100+ rides, I can say this is the most reliable transportation option I have.",7,Austin,general_experience,589
2025-06-27,5,Was nervous at first but after 50+ rides I trust the technology completely.,0,San Francisco,safety_trust,590
2025-06-28,3,The car accelerated really aggressively merging onto the freeway. Uncomfortable.,5,Los Angeles,ride_smoothness,591
2025-06-28,1,Not fully confident yet. The car sometimes makes decisions that feel unpredictable.,11,Austin,safety_trust,592
2025-06-28,3,Had trouble with the app not recognizing my pickup location in a parking garage.,3,San Francisco,app_experience,593
2025-06-28,5,Coverage in SF is excellent now. Can go almost anywhere in the city.,0,Phoenix,coverage_area,594
2025-06-28,3,The wait times are ridiculous in my area. 15-20 minutes every single time.,8,Phoenix,wait_times,595
2025-06-28,5,The car handled a sudden obstacle in the road perfectly. Very impressive safety response.,22,San Francisco,safety_trust,596
2025-06-28,5,Life-changing service for someone who can't drive. Thank you Waymo!,3,Austin,general_experience,597
2025-06-28,3,App crashes frequently when trying to set a destination. Really annoying. Can never get a car when I actually need one. Wait times need serious improvement.,3,San Francisco,app_experience,598
2025-06-28,3,The wait times are ridiculous in my area. 15-20 minutes every single time.,2,San Francisco,wait_times,599
2025-06-28,5,The app experience is premium. Love the music and climate controls in the app.,26,San Francisco,app_experience,600
2025-06-28,2,Had a close call with a cyclist. The car saw them late and braked hard.,7,Austin,safety_trust,601
2025-06-28,5,Best ride quality of any rideshare service. The car drives like a luxury chauffeur. Coverage in SF is excellent now. Can go almost anywhere in the city.,18,Los Angeles,ride_smoothness,602
2025-07-01,5,Was nervous at first but after 50+ rides I trust the technology completely.,1,Austin,safety_trust,603
2025-07-01,4,"5 stars! Every ride has been great. Clean cars, smooth rides, futuristic experience. The car accelerated really aggressively merging onto the freeway. Uncomfortable.",10,Austin,general_experience,604
2025-07-01,5,"The app experience is premium. Love the music and climate controls in the app. Getting expensive. For the wait times I deal with, the price doesn't feel worth it.",6,Phoenix,app_experience,605
2025-07-01,4,Amazing technology. I tell everyone about Waymo. It's truly impressive.,0,Austin,general_experience,606
2025-07-01,5,"The future is here and it's amazing. Clean car, no awkward conversation, perfect ride. The car got confused by a delivery truck double-parked. Just sat there for 2 minutes.",3,Austin,general_experience,607
2025-07-01,2,Ride was choppy in construction zones. The car kept stopping and starting.,5,Los Angeles,ride_smoothness,608
2025-07-01,5,My elderly mother uses it and feels safe. That says a lot about the trust factor. The app drains my battery like crazy. Needs optimization badly.,8,Phoenix,safety_trust,609
2025-07-01,3,The holiday pricing was outrageous. Nearly double what I normally pay.,23,San Francisco,pricing,610
2025-07-01,4,Really polished app. The ride tracking and ETA features work perfectly.,3,San Francisco,app_experience,611
2025-07-02,1,Ride was choppy in construction zones. The car kept stopping and starting. Consistently smooth rides. The car navigates complex intersections with ease.,10,Los Angeles,ride_smoothness,612
2025-07-02,2,The fare estimate was $15 but I was charged $22. Pricing transparency needs work.,14,Phoenix,pricing,613
2025-07-02,5,"The autonomous driving is remarkably smooth. Braking, acceleration, lane changes - all very natural.",0,Los Angeles,ride_smoothness,614
2025-07-02,5,This is the future of transportation. Absolutely love the Waymo experience. App crashes frequently when trying to set a destination. Really annoying.,6,San Francisco,general_experience,615
2025-07-02,2,Had trouble with the app not recognizing my pickup location in a parking garage.,1,Los Angeles,app_experience,616
2025-07-02,5,Trust in the technology has grown with every ride. Now I prefer it over human drivers.,14,Los Angeles,safety_trust,617
2025-07-02,5,Best ride quality of any rideshare service. The car drives like a luxury chauffeur.,7,San Francisco,ride_smoothness,618
2025-07-02,5,"The autonomous driving is remarkably smooth. Braking, acceleration, lane changes - all very natural. The car is incredibly cautious at crosswalks and around pedestrians. Trust it completely.",0,San Francisco,ride_smoothness,619
2025-07-03,2,Estimated 8 minute wait turned into 22 minutes. Very frustrating. Lots of unnecessary lane changes that made the ride feel less smooth than expected.,9,Austin,wait_times,620
2025-07-03,5,Pleasantly surprised by the quick pickup. Only waited 2 minutes. The fare estimate was $15 but I was charged $22. Pricing transparency needs work.,9,Phoenix,wait_times,621
2025-07-03,3,Pricing during peak hours is getting close to Uber Black rates. Too expensive.,7,Los Angeles,pricing,622
2025-07-04,5,Silky smooth ride every time. The car is so gentle with acceleration and braking.,1,San Francisco,ride_smoothness,623
2025-07-04,4,The app is clean and easy to use. Love being able to track the car in real-time.,4,Phoenix,app_experience,624
2025-07-04,4,"Cheaper than I expected for an autonomous car ride. Very competitive pricing. After 100+ rides, I can say this is the most reliable transportation option I have.",6,Austin,pricing,625
2025-07-04,2,Service area is still too small. Half my regular destinations aren't covered.,23,San Francisco,coverage_area,626
2025-07-04,5,Car arrived in under 3 minutes! Faster than any Uber I've ordered.,5,San Francisco,wait_times,627
2025-07-04,2,Had trouble with the app not recognizing my pickup location in a parking garage.,8,Phoenix,app_experience,628
2025-07-04,5,"Smoother than any Uber ride I've ever taken. The car handles turns and stops so gently. After 100+ rides, I can say this is the most reliable transportation option I have.",5,San Francisco,ride_smoothness,629
2025-07-04,3,The novelty wore off. Now I just notice the long waits and limited coverage. The holiday pricing was outrageous. Nearly double what I normally pay.,6,San Francisco,general_experience,630
2025-07-05,5,The new Atlanta service area is great. Covers most of the places I need to go. Wish they would expand to the suburbs. I can only use it in the city center.,0,San Francisco,coverage_area,631
2025-07-05,4,My elderly mother uses it and feels safe. That says a lot about the trust factor. Consistently smooth rides. The car navigates complex intersections with ease.,2,Phoenix,safety_trust,632
2025-07-05,5,Quick pickup even during evening rush. Really improving on availability. Silky smooth ride every time. The car is so gentle with acceleration and braking.,4,Phoenix,wait_times,633
2025-07-05,3,Waited 25 minutes for a pickup. This is my biggest complaint with the service.,4,Phoenix,wait_times,634
2025-07-05,3,Waited 25 minutes for a pickup. This is my biggest complaint with the service.,20,San Francisco,wait_times,635
2025-07-05,5,The car is incredibly cautious at crosswalks and around pedestrians. Trust it completely.,2,Los Angeles,safety_trust,636
2025-07-05,5,"After 100+ rides, I can say this is the most reliable transportation option I have.",5,Phoenix,general_experience,637
2025-07-06,2,Got nervous when the car hesitated at a 4-way stop for way too long. Was nervous at first but after 50+ rides I trust the technology completely.,1,Los Angeles,safety_trust,638
2025-07-06,1,The coverage map is confusing and the boundaries keep changing.,5,Phoenix,coverage_area,639
2025-07-06,5,Best ride quality of any rideshare service. The car drives like a luxury chauffeur.,4,Austin,ride_smoothness,640
2025-07-06,1,Not fully confident yet. The car sometimes makes decisions that feel unpredictable.,0,Austin,safety_trust,641
2025-07-06,5,The estimated arrival time was accurate. Car showed up right on time.,1,Phoenix,wait_times,642
2025-07-06,4,Best tech product I've used this year. Waymo is genuinely impressive. The fare estimate was $15 but I was charged $22. Pricing transparency needs work.,1,Austin,general_experience,643
2025-07-06,3,The ride quality alone makes this worth it. So much smoother than human drivers.,0,Los Angeles,ride_smoothness,644
2025-07-06,2,The coverage map is confusing and the boundaries keep changing.,31,San Francisco,coverage_area,645
2025-07-06,5,This is the future of transportation. Absolutely love the Waymo experience. Coverage in SF is excellent now. Can go almost anywhere in the city.,18,San Francisco,general_experience,646
2025-07-06,5,Trust in the technology has grown with every ride. Now I prefer it over human drivers.,14,San Francisco,safety_trust,647
2025-07-07,5,Best ride quality of any rideshare service. The car drives like a luxury chauffeur. Converted my whole family to Waymo. We barely use regular rideshare anymore.,1,San Francisco,ride_smoothness,648
2025-07-07,3,The car accelerated really aggressively merging onto the freeway. Uncomfortable.,16,Phoenix,ride_smoothness,649
2025-07-07,4,Was nervous at first but after 50+ rides I trust the technology completely.,23,Austin,safety_trust,650
2025-07-07,5,"Great app design. Setting pickup and dropoff locations is intuitive. The future is here and it's amazing. Clean car, no awkward conversation, perfect ride.",8,Los Angeles,app_experience,651
2025-07-07,5,Really impressed by how smooth the driving is. My coffee didn't spill once!,1,Phoenix,ride_smoothness,652
2025-07-07,3,Can't use it for my daily commute because my office is outside the service area.,3,San Francisco,coverage_area,653
2025-07-07,5,Coverage in SF is excellent now. Can go almost anywhere in the city. Smoother than any Uber ride I've ever taken. The car handles turns and stops so gently.,6,Phoenix,coverage_area,654
2025-07-07,2,Ride was choppy in construction zones. The car kept stopping and starting. Love that there's no surge pricing. The predictable fares are a huge plus.,13,San Francisco,ride_smoothness,655
2025-07-07,2,Had to cancel after waiting 18 minutes. No cars available apparently.,11,Los Angeles,wait_times,656
2025-07-07,2,Had trouble with the app not recognizing my pickup location in a parking garage.,0,San Francisco,app_experience,657
2025-07-07,3,Wait time has gotten so much better in the last few months. Usually under 5 min now.,1,Phoenix,wait_times,658
2025-07-08,5,My elderly mother uses it and feels safe. That says a lot about the trust factor.,6,San Francisco,safety_trust,659
2025-07-08,5,"Love how the car takes turns - no jerky movements, just smooth sailing.",4,Phoenix,ride_smoothness,660
2025-07-08,5,Smoother than any Uber ride I've ever taken. The car handles turns and stops so gently. Coverage in SF is excellent now. Can go almost anywhere in the city.,14,Los Angeles,ride_smoothness,661
2025-07-08,2,The app drains my battery like crazy. Needs optimization badly.,5,Los Angeles,app_experience,662
2025-07-08,5,The new Atlanta service area is great. Covers most of the places I need to go.,3,San Francisco,coverage_area,663
2025-07-08,5,Best rideshare experience available. The novelty never wears off.,0,Los Angeles,general_experience,664
2025-07-08,5,Great value for the ride quality you get. Worth every penny. Great app design. Setting pickup and dropoff locations is intuitive.,3,San Francisco,pricing,665
2025-07-09,2,Not bad but not great either. Inconsistent experience depending on time of day.,1,Phoenix,general_experience,666
2025-07-09,5,This is the future of transportation. Absolutely love the Waymo experience.,3,Phoenix,general_experience,667
2025-07-09,5,Happy to see coverage in Austin now. The expansion is exciting. No tipping awkwardness and the pricing is transparent. Win-win.,1,Phoenix,coverage_area,668
2025-07-10,4,So glad they expanded to my neighborhood! Coverage keeps getting better.,2,Phoenix,coverage_area,669
2025-07-10,4,"After 100+ rides, I can say this is the most reliable transportation option I have. The app experience is premium. Love the music and climate controls in the app.",6,Phoenix,general_experience,670
2025-07-10,3,"Wait times have gotten worse recently. Used to be 5 min, now it's 15+. Estimated 8 minute wait turned into 22 minutes. Very frustrating.",30,Phoenix,wait_times,671
2025-07-10,5,Was nervous at first but after 50+ rides I trust the technology completely.,7,Los Angeles,safety_trust,672
2025-07-10,2,Estimated 8 minute wait turned into 22 minutes. Very frustrating.,9,San Francisco,wait_times,673
